SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,31,1,Nebraska,Adams County,1,0,387,201,186
50,31,1,Nebraska,Adams County,1,1,395,195,200
50,31,1,Nebraska,Adams County,1,2,411,202,209
50,31,1,Nebraska,Adams County,1,3,394,215,179
50,31,1,Nebraska,Adams County,1,4,412,185,227
50,31,1,Nebraska,Adams County,1,5,426,205,221
50,31,1,Nebraska,Adams County,1,6,438,222,216
50,31,1,Nebraska,Adams County,1,7,408,199,209
50,31,1,Nebraska,Adams County,1,8,383,188,195
50,31,1,Nebraska,Adams County,1,9,409,197,212
50,31,1,Nebraska,Adams County,1,10,423,213,210
50,31,1,Nebraska,Adams County,1,11,419,224,195
50,31,1,Nebraska,Adams County,1,12,402,214,188
50,31,1,Nebraska,Adams County,1,13,440,241,199
50,31,1,Nebraska,Adams County,1,14,440,236,204
50,31,1,Nebraska,Adams County,1,15,418,205,213
50,31,1,Nebraska,Adams County,1,16,439,212,227
50,31,1,Nebraska,Adams County,1,17,432,219,213
50,31,1,Nebraska,Adams County,1,18,464,229,235
50,31,1,Nebraska,Adams County,1,19,536,292,244
50,31,1,Nebraska,Adams County,1,20,528,285,243
50,31,1,Nebraska,Adams County,1,21,453,243,210
50,31,1,Nebraska,Adams County,1,22,412,220,192
50,31,1,Nebraska,Adams County,1,23,376,202,174
50,31,1,Nebraska,Adams County,1,24,384,190,194
50,31,1,Nebraska,Adams County,1,25,376,183,193
50,31,1,Nebraska,Adams County,1,26,420,212,208
50,31,1,Nebraska,Adams County,1,27,427,207,220
50,31,1,Nebraska,Adams County,1,28,417,216,201
50,31,1,Nebraska,Adams County,1,29,400,199,201
50,31,1,Nebraska,Adams County,1,30,379,191,188
50,31,1,Nebraska,Adams County,1,31,335,168,167
50,31,1,Nebraska,Adams County,1,32,331,166,165
50,31,1,Nebraska,Adams County,1,33,351,186,165
50,31,1,Nebraska,Adams County,1,34,365,186,179
50,31,1,Nebraska,Adams County,1,35,367,187,180
50,31,1,Nebraska,Adams County,1,36,374,203,171
50,31,1,Nebraska,Adams County,1,37,354,193,161
