SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,18,1,Indiana,Adams County,1,0,625,318,307
50,18,1,Indiana,Adams County,1,1,623,307,316
50,18,1,Indiana,Adams County,1,2,644,322,322
50,18,1,Indiana,Adams County,1,3,659,338,321
50,18,1,Indiana,Adams County,1,4,681,345,336
50,18,1,Indiana,Adams County,1,5,627,331,296
50,18,1,Indiana,Adams County,1,6,666,350,316
50,18,1,Indiana,Adams County,1,7,652,338,314
50,18,1,Indiana,Adams County,1,8,621,323,298
50,18,1,Indiana,Adams County,1,9,599,330,269
50,18,1,Indiana,Adams County,1,10,624,352,272
50,18,1,Indiana,Adams County,1,11,615,323,292
50,18,1,Indiana,Adams County,1,12,634,309,325
50,18,1,Indiana,Adams County,1,13,638,314,324
50,18,1,Indiana,Adams County,1,14,598,290,308
50,18,1,Indiana,Adams County,1,15,574,300,274
50,18,1,Indiana,Adams County,1,16,595,310,285
50,18,1,Indiana,Adams County,1,17,599,304,295
50,18,1,Indiana,Adams County,1,18,478,251,227
50,18,1,Indiana,Adams County,1,19,380,197,183
50,18,1,Indiana,Adams County,1,20,415,206,209
50,18,1,Indiana,Adams County,1,21,433,234,199
50,18,1,Indiana,Adams County,1,22,441,224,217
50,18,1,Indiana,Adams County,1,23,430,203,227
50,18,1,Indiana,Adams County,1,24,421,225,196
50,18,1,Indiana,Adams County,1,25,434,227,207
50,18,1,Indiana,Adams County,1,26,434,232,202
50,18,1,Indiana,Adams County,1,27,430,225,205
50,18,1,Indiana,Adams County,1,28,444,230,214
50,18,1,Indiana,Adams County,1,29,447,238,209
50,18,1,Indiana,Adams County,1,30,442,234,208
50,18,1,Indiana,Adams County,1,31,402,217,185
50,18,1,Indiana,Adams County,1,32,371,180,191
50,18,1,Indiana,Adams County,1,33,355,181,174
50,18,1,Indiana,Adams County,1,34,370,195,175
50,18,1,Indiana,Adams County,1,35,385,192,193
50,18,1,Indiana,Adams County,1,36,387,191,196
50,18,1,Indiana,Adams County,1,37,400,199,201
50,18,1,Indiana,Adams County,1,38,385,197,188
50,18,1,Indiana,Adams County,1,39,379,201,178
50,18,1,Indiana,Adams County,1,40,382,199,183
50,18,1,Indiana,Adams County,1,41,373,180,193
