SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,39,1,Ohio,Adams County,1,0,336,172,164
50,39,1,Ohio,Adams County,1,1,343,174,169
50,39,1,Ohio,Adams County,1,2,353,182,171
50,39,1,Ohio,Adams County,1,3,337,179,158
50,39,1,Ohio,Adams County,1,4,348,169,179
50,39,1,Ohio,Adams County,1,5,327,166,161
50,39,1,Ohio,Adams County,1,6,345,186,159
50,39,1,Ohio,Adams County,1,7,360,195,165
50,39,1,Ohio,Adams County,1,8,340,173,167
50,39,1,Ohio,Adams County,1,9,364,193,171
50,39,1,Ohio,Adams County,1,10,377,193,184
50,39,1,Ohio,Adams County,1,11,395,209,186
50,39,1,Ohio,Adams County,1,12,407,203,204
50,39,1,Ohio,Adams County,1,13,419,215,204
50,39,1,Ohio,Adams County,1,14,423,226,197
50,39,1,Ohio,Adams County,1,15,383,202,181
50,39,1,Ohio,Adams County,1,16,424,219,205
50,39,1,Ohio,Adams County,1,17,406,210,196
50,39,1,Ohio,Adams County,1,18,324,175,149
50,39,1,Ohio,Adams County,1,19,261,131,130
50,39,1,Ohio,Adams County,1,20,273,134,139
50,39,1,Ohio,Adams County,1,21,280,141,139
50,39,1,Ohio,Adams County,1,22,286,137,149
50,39,1,Ohio,Adams County,1,23,279,144,135
50,39,1,Ohio,Adams County,1,24,275,134,141
50,39,1,Ohio,Adams County,1,25,295,145,150
50,39,1,Ohio,Adams County,1,26,301,146,155
50,39,1,Ohio,Adams County,1,27,314,151,163
50,39,1,Ohio,Adams County,1,28,330,159,171
50,39,1,Ohio,Adams County,1,29,308,157,151
50,39,1,Ohio,Adams County,1,30,312,149,163
50,39,1,Ohio,Adams County,1,31,314,147,167
50,39,1,Ohio,Adams County,1,32,296,139,157
50,39,1,Ohio,Adams County,1,33,285,141,144
50,39,1,Ohio,Adams County,1,34,288,140,148
50,39,1,Ohio,Adams County,1,35,253,124,129
50,39,1,Ohio,Adams County,1,36,275,136,139
50,39,1,Ohio,Adams County,1,37,285,135,150
50,39,1,Ohio,Adams County,1,38,290,134,156
50,39,1,Ohio,Adams County,1,39,322,150,172
50,39,1,Ohio,Adams County,1,40,304,150,154
50,39,1,Ohio,Adams County,1,41,335,169,166
50,39,1,Ohio,Adams County,1,42,342,181,161
50,39,1,Ohio,Adams County,1,43,356,180,176
50,39,1,Ohio,Adams County,1,44,327,149,178
50,39,1,Ohio,Adams County,1,45,333,158,175
50,39,1,Ohio,Adams County,1,46,350,174,176
50,39,1,Ohio,Adams County,1,47,353,184,169
50,39,1,Ohio,Adams County,1,48,385,201,184
50,39,1,Ohio,Adams County,1,49,406,199,207
50,39,1,Ohio,Adams County,1,50,378,187,191
50,39,1,Ohio,Adams County,1,51,384,199,185
50,39,1,Ohio,Adams County,1,52,350,181,169
50,39,1,Ohio,Adams County,1,53,364,192,172
50,39,1,Ohio,Adams County,1,54,356,174,182
50,39,1,Ohio,Adams County,1,55,378,186,192
50,39,1,Ohio,Adams County,1,56,384,184,200
50,39,1,Ohio,Adams County,1,57,420,198,222
50,39,1,Ohio,Adams County,1,58,414,214,200
50,39,1,Ohio,Adams County,1,59,396,205,191
50,39,1,Ohio,Adams County,1,60,404,212,192
50,39,1,Ohio,Adams County,1,61,429,218,211
50,39,1,Ohio,Adams County,1,62,398,189,209
50,39,1,Ohio,Adams County,1,63,395,193,202
50,39,1,Ohio,Adams County,1,64,394,203,191
50,39,1,Ohio,Adams County,1,65,387,200,187
50,39,1,Ohio,Adams County,1,66,360,183,177
50,39,1,Ohio,Adams County,1,67,342,174,168
50,39,1,Ohio,Adams County,1,68,347,170,177
50,39,1,Ohio,Adams County,1,69,296,155,141
50,39,1,Ohio,Adams County,1,70,288,146,142
50,39,1,Ohio,Adams County,1,71,298,144,154
50,39,1,Ohio,Adams County,1,72,270,143,127
50,39,1,Ohio,Adams County,1,73,277,149,128
50,39,1,Ohio,Adams County,1,74,189,99,90
50,39,1,Ohio,Adams County,1,75,192,96,96
50,39,1,Ohio,Adams County,1,76,185,80,105
50,39,1,Ohio,Adams County,1,77,196,87,109
50,39,1,Ohio,Adams County,1,78,169,74,95
50,39,1,Ohio,Adams County,1,79,173,89,84
50,39,1,Ohio,Adams County,1,80,144,63,81
50,39,1,Ohio,Adams County,1,81,122,51,71
50,39,1,Ohio,Adams County,1,82,109,50,59
50,39,1,Ohio,Adams County,1,83,105,41,64
50,39,1,Ohio,Adams County,1,84,110,48,62
50,39,1,Ohio,Adams County,1,85,453,167,286
50,39,1,Ohio,Adams County,2,0,326,171,155
50,39,1,Ohio,Adams County,2,1,341,172,169
50,39,1,Ohio,Adams County,2,2,351,179,172
50,39,1,Ohio,Adams County,2,3,340,178,162
50,39,1,Ohio,Adams County,2,4,351,175,176
50,39,1,Ohio,Adams County,2,5,334,168,166
50,39,1,Ohio,Adams County,2,6,343,184,159
50,39,1,Ohio,Adams County,2,7,356,191,165
50,39,1,Ohio,Adams County,2,8,344,177,167
50,39,1,Ohio,Adams County,2,9,355,187,168
50,39,1,Ohio,Adams County,2,10,372,192,180
